,Unnamed: 0.1,Unnamed: 0,paragraph,append,dialogue,speaker,addressee,subject,sentiment,chapter,syntactic,referringExpression
764,764,764,765," he said.  /newquote  She greeted him with affected carelessness, and appeared absorbed in her occupation.",Come down! /newquote Do you want to kill yourself?,Alcee Arobin,Edna Pontellier,NO MONOLOGUE,0,0,Anaphoric,he said
767,767,767,768," he insisted, holding the ladder and looking up at her.","Please come down,",Alcee Arobin,Edna Pontellier,NO MONOLOGUE,0,0,Anaphoric,he insisted
768,768,768,769, she answered; ,"No, /newquote Ellen is afraid to mount the ladder. Joe is working over at the  pigeon house' that's the name Ellen gives it, because it's so small and looks like a pigeon house and some one has to do this.",Edna Pontellier,Alcee Arobin,NO MONOLOGUE,0,0,Anaphoric,she answered
771,771,771,772, he asked.,Is there anything more you will let me do?,Alcee Arobin,Edna Pontellier,NO MONOLOGUE,0,0,Anaphoric,he asked
772,772,772,773," she answered.  /newquote  She kept the young woman occupied in the drawing-room, unwilling to be left alone with Arobin.","That is all, /newquote Ellen can manage the rest.",,"['Edna Pontellier', 'Alcee Arobin']",NO MONOLOGUE,0,0,Anaphoric,she answered
773,773,773,774, he asked; ,"What about the dinner? /newquote the grand event, the _coup d' tat?_",Alcee Arobin,Edna Pontellier,NO MONOLOGUE,0,0,Anaphoric,he asked
774,774,774,775,NO APPEND,"It will be day after to-morrow. Why do you call it the  _coup d' tat?_' Oh! it will be very fine; all my best of everything crystal, silver and gold, S vres, flowers, music, and champagne to swim in. I'll let L once pay the bills. I wonder what he'll say when he sees the bills.",,"['Edna Pontellier', 'Alcee Arobin']",NO MONOLOGUE,0,0,Implicit,
775,775,775,776," Arobin had put on his coat, and he stood before her and asked if his cravat was plumb. She told him it was, looking no higher than the tip of his collar.",And you ask me why I call it a _coup d' tat?_,Alcee Arobin,Edna Pontellier,NO MONOLOGUE,0,0,Implicit,
776,776,776,777,NO APPEND,When do you go to the  pigeon house?' with all due acknowledgment to Ellen.,,"['Edna Pontellier', 'Alcee Arobin']",NO MONOLOGUE,0,0,Implicit,
777,777,777,778,NO APPEND,"Day after to-morrow, after the dinner. I shall sleep there.",Alcee Arobin,Edna Pontellier,NO MONOLOGUE,0,0,Implicit,
778,778,778,779, asked Arobin. ,"Ellen, will you very kindly get me a glass of water? /newquote The dust in the curtains, if you will pardon me for hinting such a thing, has parched my throat to a crisp.",Alcee Arobin,Edna Pontellier,NO MONOLOGUE,0,0,Explicit,asked Arobin
779,779,779,780," said Edna, rising, ","While Ellen gets the water, /newquote I will say good-by and let you go. I must get rid of this grime, and I have a million things to do and think of.",Edna Pontellier,Alcee Arobin,NO MONOLOGUE,0,0,Explicit,said Edna
780,780,780,781," asked Arobin, seeking to detain her, the maid having left the room.",When shall I see you?,Alcee Arobin,Edna Pontellier,NO MONOLOGUE,0,0,Explicit,asked Arobin
781,781,781,782,NO APPEND,"At the dinner, of course. You are invited.",Edna Pontellier,Alcee Arobin,NO MONOLOGUE,0,0,Implicit,
782,782,782,783,NO APPEND,"Not before? not to-night or to-morrow morning or to-morrow noon or night? or the day after morning or noon? Can't you see yourself, without my telling you, what an eternity it is?",Alcee Arobin,Edna Pontellier,NO MONOLOGUE,0,0,Implicit,
784,784,784,785, she said. But she laughed and looked at him with eyes that at once gave him courage to wait and made it torture to wait.,"Not an instant sooner,",Edna Pontellier,Alcee Arobin,NO MONOLOGUE,0,0,Anaphoric,she said
804,804,804,805,"Mademoiselle Reisz arose with Monsieur Ratignolle, who offered to escort her to the car. She had eaten well; she had tasted the good, rich wines, and they must have turned her head, for she bowed pleasantly to all as she withdrew from table. She kissed Edna upon the shoulder, and whispered:  /newquote  She had been a little bewildered upon rising, or rather, descending from her cushions, and Monsieur Ratignolle gallantly took her arm and led her away.","_Bonne nuit, ma reine; soyez sage_.",Mademoiselle Reisz,Edna Pontellier,NO MONOLOGUE,0,0,Anaphoric,She kissed Edna upon the shoulder and whispered
810,810,810,811,    , There was a graven image of Desire     Painted with red blood on a ground of gold.',,Miss Mayblunt,NO MONOLOGUE,0,0,Implicit,
818,818,818,819,    ,Ah! si tu savais!,Mrs. Merriman,"['Mrs. Highcamp', 'Alcee Arobin', 'Mr. Merriman', 'Robert Lebrun', 'Edna Pontellier']",NO MONOLOGUE,0,0,Implicit,
828,828,828,829," questioned Arobin, who had remained with Edna after the others had departed.",Well?,Alcee Arobin,Leonce Pontellier,NO MONOLOGUE,0,0,Explicit,questioned Arobin
830,830,830,831, he asked.,What next?,Alcee Arobin,Leonce Pontellier,NO MONOLOGUE,0,0,Anaphoric,he asked
831,831,831,832,NO APPEND,"The servants are all gone. They left when the musicians did. I have dismissed them. The house has to be closed and locked, and I shall trot around to the pigeon house, and shall send Celestine over in the morning to straighten things up.",Leonce Pontellier,Alcee Arobin,NO MONOLOGUE,0,0,Implicit,
833,833,833,834, he inquired.,What about upstairs?,Alcee Arobin,Edna Pontellier,NO MONOLOGUE,0,0,Anaphoric,he inquired
834,834,834,835,NO APPEND,I think it is all right; but there may be a window or two unlatched. We had better look; you might take a candle and see. And bring me my wrap and hat on the foot of the bed in the middle room.,Edna Pontellier,Alcee Arobin,NO MONOLOGUE,0,0,Implicit,
837,837,837,838," he asked, breaking off a few blossoms as he passed.",Will you have a spray of jessamine?,Alcee Arobin,[],NO MONOLOGUE,0,0,Anaphoric,he asked
838,838,838,839,NO APPEND,No; I don't want anything.,,Alcee Arobin,NO MONOLOGUE,0,0,Implicit,
840,840,840,841,"The  /newquote  stood behind a locked gate, and a shallow _parterre_ that had been somewhat neglected. There was a small front porch, upon which a long window and the front door opened. The door opened directly into the parlor; there was no side entry. Back in the yard was a room for servants, in which old Celestine had been ensconced.",pigeon house,Edna Pontellier,Alcee Arobin,NO MONOLOGUE,0,0,Anaphoric,she answered
843,843,843,844, he asked.,Are you tired?,Alcee Arobin,Edna Pontellier,NO MONOLOGUE,0,0,Anaphoric,he asked
844,844,844,845, She rested her head against the table upon her bare arm.,"Yes, and chilled, and miserable. I feel as if I had been wound up to a certain pitch too tight and something inside of me had snapped.",Edna Pontellier,Alcee Arobin,NO MONOLOGUE,0,0,Implicit,
845,845,845,846," he said, ","You want to rest, /newquote and to be quiet. I'll go; I'll leave you and let you rest.",Alcee Arobin,Edna Pontellier,NO MONOLOGUE,0,0,Anaphoric,he said
846,846,846,847, she replied.,"Yes,",Edna Pontellier,Alcee Arobin,NO MONOLOGUE,0,0,Anaphoric,he answered
848,848,848,849, he said. ,"I hope you will feel better and happier in the morning, /newquote You have tried to do too much in the past few days. The dinner was the last straw; you might have dispensed with it.",Alcee Arobin,Edna Pontellier,NO MONOLOGUE,0,0,Anaphoric,he said
849,849,849,850, she admitted; ,"Yes, /newquote it was stupid.",Edna Pontellier,Alcee Arobin,NO MONOLOGUE,0,0,Anaphoric,she admitted
850,850,850,851," His hand had strayed to her beautiful shoulders, and he could feel the response of her flesh to his touch. He seated himself beside her and kissed her lightly upon the shoulder.","No, it was delightful; but it has worn you out.",Alcee Arobin,Edna Pontellier,NO MONOLOGUE,0,0,Implicit,
851,851,851,852," she said, in an uneven voice.","I thought you were going away,",Edna Pontellier,Alcee Arobin,NO MONOLOGUE,0,0,Anaphoric,she said
852,852,852,853,NO APPEND,"I am, after I have said good night.",Alcee Arobin,Edna Pontellier,NO MONOLOGUE,0,0,Implicit,
853,853,853,854, she murmured.,"Good night,",Edna Pontellier,Alcee Arobin,NO MONOLOGUE,0,0,Anaphoric,she murmured
862,862,862,863,"The pigeon house pleased her. It at once assumed the intimate character of a home, while she herself invested it with a charm which it reflected like a warm glow. There was with her a feeling of having descended in the social scale, with a corresponding sense of having risen in the spiritual. Every step which she took toward relieving herself from obligations added to her strength and expansion as an individual. She began to look with her own eyes; to see and to apprehend the deeper undercurrents of life. No longer was she content to  /newquote  when her own soul had invited her.",feed upon opinion,Edna Pontellier,Madame Ratignolle,NO MONOLOGUE,0,0,Explicit,Edna hastened to say
873,873,873,874, Edna assured her.,"At any time any time of the day or night, dear,",Edna Pontellier,Madame Ratignolle,NO MONOLOGUE,0,0,Explicit,Edna assured her
875,875,875,876,NO APPEND,"In some way you seem to me like a child, Edna. You seem to act without a certain amount of reflection which is necessary in this life. That is the reason I want to say you mustn't mind if I advise you to be a little careful while you are living here alone. Why don't you have some one come and stay with you? Wouldn't Mademoiselle Reisz come?",Madame Ratignolle,"['Edna Pontellier', 'Leonce Pontellier']",NO MONOLOGUE,0,0,Explicit,Madame Ratignolle said
876,876,876,877,NO APPEND,"No; she wouldn't wish to come, and I shouldn't want her always with me.",,"['Madame Ratignolle', 'Edna Pontellier', 'Leonce Pontellier']",NO MONOLOGUE,0,0,Implicit,
877,877,877,878,NO APPEND,"Well, the reason you know how evil-minded the world is some one was talking of Alc e Arobin visiting you. Of course, it wouldn't matter if Mr. Arobin had not such a dreadful reputation. Monsieur Ratignolle was telling me that his attentions alone are considered enough to ruin a woman's name.",Madame Ratignolle,"['Edna Pontellier', 'Leonce Pontellier']",NO MONOLOGUE,0,0,Implicit,
878,878,878,879," asked Edna, indifferently, squinting at her picture.",Does he boast of his successes?,Edna Pontellier,"['Madame Ratignolle', 'Leonce Pontellier']",NO MONOLOGUE,0,0,Explicit,asked Edna
879,879,879,880,NO APPEND,"No, I think not. I believe he is a decent fellow as far as that goes. But his character is so well known among the men. I shan't be able to come back and see you; it was very, very imprudent to-day.",Madame Ratignolle,"['Edna Pontellier', 'Leonce Pontellier']",NO MONOLOGUE,0,0,Implicit,
880,880,880,881, cried Edna.,Mind the step!,Edna Pontellier,"['Madame Ratignolle', 'Leonce Pontellier']",NO MONOLOGUE,0,0,Explicit,cried Edna
881,881,881,882, entreated Madame Ratignolle; ,"Don't neglect me, /newquote and don't mind what I said about Arobin, or having some one to stay with you.",Madame Ratignolle,"['Edna Pontellier', 'Leonce Pontellier']",NO MONOLOGUE,0,0,Explicit,entreated Madame Ratignolle
882,882,882,883," Edna laughed.  /newquote  They kissed each other good-by. Madame Ratignolle had not far to go, and Edna stood on the porch a while watching her walk down the street.","Of course not, /newquote You may say anything you like to me.",Edna Pontellier,"['Madame Ratignolle', 'Leonce Pontellier']",NO MONOLOGUE,0,0,Explicit,Edna laughed
889,889,889,890,NO APPEND,Mrs. Pontellier! How do you happen oh! how well you look! Is Mademoiselle Reisz not here? I never expected to see you.,,Edna Pontellier,NO MONOLOGUE,0,0,Implicit,
890,890,890,891," asked Edna in an unsteady voice, wiping her face with her handkerchief. She seemed ill at ease on the piano stool, and he begged her to take the chair by the window.",When did you come back?,Edna Pontellier,[],NO MONOLOGUE,0,0,Explicit,asked Edna
892,892,892,893," he answered, while he leaned his arm on the keys, bringing forth a crash of discordant sound.","I returned day before yesterday,",Robert Lebrun,[],NO MONOLOGUE,0,0,Anaphoric,he answered
893,893,893,894," she repeated, aloud; and went on thinking to herself,  /newquote  in a sort of an uncomprehending way. She had pictured him seeking her at the very first hour, and he had lived under the same sky since day before yesterday; while only by accident had he stumbled upon her. Mademoiselle must have lied when she said, ","Day before yesterday! /newquote day before yesterday, /newquote Poor fool, he loves you.",Robert Lebrun,[],NO MONOLOGUE,0,0,Anaphoric,he answered
894,894,894,895," she repeated, breaking off a spray of Mademoiselle's geranium; ","Day before yesterday, /newquote then if you had not met me here to-day you wouldn't when that is, didn't you mean to come and see me?",Robert Lebrun,[],NO MONOLOGUE,0,0,Anaphoric,she repeated
895,895,895,896, he turned the leaves of Mademoiselle's music nervously. ,"Of course, I should have gone to see you. There have been so many things  /newquote I started in at once yesterday with the old firm. After all there is as much chance for me here as there was there that is, I might find it profitable some day. The Mexicans were not very congenial.",Robert Lebrun,[],NO MONOLOGUE,0,0,Implicit,
899,899,899,900,NO APPEND,"I was very much surprised to hear of Mr. Pontellier's absence; it's a wonder Mademoiselle Reisz did not tell me; and your moving mother told me yesterday. I should think you would have gone to New York with him, or to Iberville with the children, rather than be bothered here with housekeeping. And you are going abroad, too, I hear. We shan't have you at Grand Isle next summer; it won't seem do you see much of Mademoiselle Reisz? She often spoke of you in the few letters she wrote.",,"['Robert Lebrun', 'Edna Pontellier']",NO MONOLOGUE,0,0,Anaphoric,he twirling around on the piano stool saying
900,900,900,901, A flush overspread his whole face.,Do you remember that you promised to write to me when you went away?,,"['Robert Lebrun', 'Edna Pontellier']",NO MONOLOGUE,0,0,Implicit,
901,901,901,902,NO APPEND,I couldn't believe that my letters would be of any interest to you.,,"['Robert Lebrun', 'Edna Pontellier']",NO MONOLOGUE,0,0,Implicit,
902,902,902,903," Edna reached for her hat on the piano. She adjusted it, sticking the hat pin through the heavy coil of hair with some deliberation.",That is an excuse; it isn't the truth.,,"['Robert Lebrun', 'Edna Pontellier']",NO MONOLOGUE,0,0,Implicit,
903,903,903,904, asked Robert.,Are you not going to wait for Mademoiselle Reisz?,Robert Lebrun,"['Edna Pontellier', ', nan]']",NO MONOLOGUE,0,0,Explicit,asked Robert
904,904,904,905," She drew on her gloves, and Robert picked up his hat.","No; I have found when she is absent this long, she is liable not to come back till late.",,"['Robert Lebrun', 'Edna Pontellier']",NO MONOLOGUE,0,0,Implicit,
905,905,905,906, asked Edna.,Won't you wait for her?,Edna Pontellier,"['Robert Lebrun', ', nan]']",NO MONOLOGUE,0,0,Explicit,asked Edna
906,906,906,907," adding, as if suddenly aware of some discourtesy in his speech,  /newquote  Edna locked the door and put the key back in its hiding-place.","Not if you think she will not be back till late, /newquote and I should miss the pleasure of walking home with you.",,"['Robert Lebrun', 'Edna Pontellier']",NO MONOLOGUE,0,0,Anaphoric,he twirling around on the piano stool saying
908,908,908,909, he remarked.,"I never knew you in your home,",Robert Lebrun,Leonce Pontellier,NO MONOLOGUE,0,0,Anaphoric,he remarked
909,909,909,910,NO APPEND,I am glad you did not.,Leonce Pontellier,Robert Lebrun,NO MONOLOGUE,0,0,Implicit,
910,910,910,911," She did not answer. They went on around the corner, and it seemed as if her dreams were coming true after all, when he followed her into the little house.",Why?,Robert Lebrun,Leonce Pontellier,NO MONOLOGUE,0,0,Anaphoric,he asked
911,911,911,912,NO APPEND,"You must stay and dine with me, Robert. You see I am all alone, and it is so long since I have seen you. There is so much I want to ask you.",Leonce Pontellier,Robert Lebrun,NO MONOLOGUE,0,0,Implicit,
913,913,913,914," he exclaimed. All the softness came back. She laughed, and went and put her hand on his shoulder.",Oh! you know I want to stay if you will let me!,Robert Lebrun,Edna Pontellier,NO MONOLOGUE,0,0,Anaphoric,he exclaimed
914,914,914,915, She hurried away to tell Celestine to set an extra place. She even sent her off in search of some added delicacy which she had not thought of for herself. And she recommended great care in dripping the coffee and having the omelet done to a proper turn.,This is the first moment you have seemed like the old Robert. I'll go tell Celestine.,Edna Pontellier,Robert Lebrun,NO MONOLOGUE,0,0,Implicit,
916,916,916,917,NO APPEND,Alc e Arobin! What on earth is his picture doing here?,Robert Lebrun,Edna Pontellier,NO MONOLOGUE,0,0,Anaphoric,He picked up a photograph and exclaimed
917,917,917,918," answered Edna, ","I tried to make a sketch of his head one day, /newquote and he thought the photograph might help me. It was at the other house. I thought it had been left there. I must have packed it up with my drawing materials.",Edna Pontellier,Robert Lebrun,NO MONOLOGUE,0,0,Explicit,answered Edna
918,918,918,919,NO APPEND,I should think you would give it back to him if you have finished with it.,Robert Lebrun,Edna Pontellier,NO MONOLOGUE,0,0,Implicit,
919,919,919,920, Robert kept on looking at the picture.,Oh! I have a great many such photographs. I never think of returning them. They don't amount to anything.,Edna Pontellier,Robert Lebrun,NO MONOLOGUE,0,0,Implicit,
920,920,920,921,NO APPEND,It seems to me do you think his head worth drawing? Is he a friend of Mr. Pontellier's? You never said you knew him.,Robert Lebrun,Edna Pontellier,NO MONOLOGUE,0,0,Implicit,
921,921,921,922, Robert threw aside the picture.,"He isn't a friend of Mr. Pontellier's; he's a friend of mine. I always knew him that is, it is only of late that I know him pretty well. But I'd rather talk about you, and know what you have been seeing and doing and feeling out there in Mexico.",Edna Pontellier,Robert Lebrun,NO MONOLOGUE,0,0,Implicit,
922,922,922,923,NO APPEND,"I've been seeing the waves and the white beach of Grand Isle; the quiet, grassy street of the _Ch ni re;_ the old fort at Grande Terre. I've been working like a machine, and feeling like a lost soul. There was nothing interesting.",Robert Lebrun,Edna Pontellier,NO MONOLOGUE,0,0,Implicit,
924,924,924,925, he asked.,And what have you been seeing and doing and feeling all these days?,Robert Lebrun,Edna Pontellier,NO MONOLOGUE,0,0,Anaphoric,he asked
925,925,925,926,NO APPEND,"I've been seeing the waves and the white beach of Grand Isle; the quiet, grassy street of the _Ch ni re Caminada;_ the old sunny fort at Grande Terre. I've been working with a little more comprehension than a machine, and still feeling like a lost soul. There was nothing interesting.",Edna Pontellier,Robert Lebrun,NO MONOLOGUE,0,0,Implicit,
926,926,926,927," he said, with feeling, closing his eyes and resting his head back in his chair. They remained in silence till old Celestine announced dinner.","Mrs. Pontellier, you are cruel,",Robert Lebrun,Edna Pontellier,NO MONOLOGUE,0,0,Anaphoric,he said
931,931,931,932, he said. ,"Perhaps I shouldn't have come back, /newquote When you are tired of me, tell me to go.",Robert Lebrun,Edna Pontellier,NO MONOLOGUE,0,0,Anaphoric,he said
932,932,932,933,NO APPEND,You never tire me. You must have forgotten the hours and hours at Grand Isle in which we grew accustomed to each other and used to being together.,Edna Pontellier,Robert Lebrun,NO MONOLOGUE,0,0,Implicit,
933,933,933,934," he said, not looking at her, but rolling a cigarette. His tobacco pouch, which he laid upon the table, was a fantastic embroidered silk affair, evidently the handiwork of a woman.","I have forgotten nothing at Grand Isle,",Robert Lebrun,Edna Pontellier,NO MONOLOGUE,0,0,Anaphoric,he said
934,934,934,935," said Edna, picking up the pouch and examining the needlework.","You used to carry your tobacco in a rubber pouch,",Edna Pontellier,Robert Lebrun,NO MONOLOGUE,0,0,Explicit,said Edna
935,935,935,936,NO APPEND,Yes; it was lost.,Robert Lebrun,Edna Pontellier,NO MONOLOGUE,0,0,Implicit,
936,936,936,937,NO APPEND,Where did you buy this one? In Mexico?,Edna Pontellier,Robert Lebrun,NO MONOLOGUE,0,0,Implicit,
937,937,937,938," he replied, striking a match and lighting his cigarette.","It was given to me by a Vera Cruz girl; they are very generous,",Robert Lebrun,Edna Pontellier,NO MONOLOGUE,0,0,Anaphoric,he replied
938,938,938,939,NO APPEND,"They are very handsome, I suppose, those Mexican women; very picturesque, with their black eyes and their lace scarfs.",Edna Pontellier,Robert Lebrun,NO MONOLOGUE,0,0,Implicit,
939,939,939,940,NO APPEND,"Some are; others are hideous, just as you find women everywhere.",Robert Lebrun,Edna Pontellier,NO MONOLOGUE,0,0,Implicit,
940,940,940,941,NO APPEND,What was she like the one who gave you the pouch? You must have known her very well.,Edna Pontellier,Robert Lebrun,NO MONOLOGUE,0,0,Implicit,
941,941,941,942,NO APPEND,She was very ordinary. She wasn't of the slightest importance. I knew her well enough.,Robert Lebrun,Edna Pontellier,NO MONOLOGUE,0,0,Implicit,
942,942,942,943,NO APPEND,"Did you visit at her house? Was it interesting? I should like to know and hear about the people you met, and the impressions they made on you.",Edna Pontellier,Robert Lebrun,NO MONOLOGUE,0,0,Implicit,
943,943,943,944,NO APPEND,There are some people who leave impressions not so lasting as the imprint of an oar upon the water.,Robert Lebrun,Edna Pontellier,NO MONOLOGUE,0,0,Implicit,
944,944,944,945,NO APPEND,Was she such a one?,Edna Pontellier,Robert Lebrun,NO MONOLOGUE,0,0,Implicit,
945,945,945,946," He thrust the pouch back in his pocket, as if to put away the subject with the trifle which had brought it up.",It would be ungenerous for me to admit that she was of that order and kind.,Robert Lebrun,Edna Pontellier,NO MONOLOGUE,0,0,Implicit,
957,957,957,958, said Arobin when Robert had gone. ,"Fine fellow, that Lebrun, /newquote I never heard you speak of him.",Alcee Arobin,Edna Pontellier,NO MONOLOGUE,0,0,Explicit,said Arobin
958,958,958,959, she replied. ,"I knew him last summer at Grand Isle, /newquote Here is that photograph of yours. Don't you want it?",Edna Pontellier,Alcee Arobin,NO MONOLOGUE,0,0,Anaphoric,she replied
959,959,959,960, She threw it back on the table.,What do I want with it? Throw it away.,Alcee Arobin,Edna Pontellier,NO MONOLOGUE,0,0,Implicit,
960,960,960,961, she said. ,"I'm not going to Mrs. Merriman's, /newquote If you see her, tell her so. But perhaps I had better write. I think I shall write now, and say that I am sorry her child is sick, and tell her not to count on me.",Edna Pontellier,Alcee Arobin,NO MONOLOGUE,0,0,Anaphoric,she said
961,961,961,962, acquiesced Arobin. ,"It would be a good scheme, /newquote I don't blame you; stupid lot!",Alcee Arobin,Edna Pontellier,NO MONOLOGUE,0,0,Explicit,acquiesced Arobin
963,963,963,964, she asked. He told her.,What is the date?,Edna Pontellier,Alcee Arobin,NO MONOLOGUE,0,0,Anaphoric,she asked
964,964,964,965,NO APPEND,Will you mail this for me when you go out?,Alcee Arobin,Edna Pontellier,NO MONOLOGUE,0,0,Implicit,
965,965,965,966," He read to her little bits out of the newspaper, while she straightened things on the table.",Certainly.,Edna Pontellier,Alcee Arobin,NO MONOLOGUE,0,0,Implicit,
966,966,966,967," he asked, throwing aside the paper. ",What do you want to do? /newquote Do you want to go out for a walk or a drive or anything? It would be a fine night to drive.,Alcee Arobin,Edna Pontellier,NO MONOLOGUE,0,0,Anaphoric,he asked
967,967,967,968,NO APPEND,No; I don't want to do anything but just be quiet. You go away and amuse yourself. Don't stay.,Edna Pontellier,Alcee Arobin,NO MONOLOGUE,0,0,Implicit,
968,968,968,969,NO APPEND,I'll go away if I must; but I shan't amuse myself. You know that I only live when I am near you.,Alcee Arobin,Edna Pontellier,NO MONOLOGUE,0,0,Implicit,
970,970,970,971,NO APPEND,Is that one of the things you always say to women?,Alcee Arobin,[],NO MONOLOGUE,0,0,Implicit,
971,971,971,972," he answered with a smile. There were no warm lights in her eyes; only a dreamy, absent look.","I have said it before, but I don't think I ever came so near meaning it,",Alcee Arobin,[],NO MONOLOGUE,0,0,Anaphoric,he answered
972,972,972,973," he said, and he kissed her hand and went away.","Good night. I adore you. Sleep well,",Alcee Arobin,[],NO MONOLOGUE,0,0,Anaphoric,he said
975,975,975,976,"The morning was full of sunlight and hope. Edna could see before her no denial only the promise of excessive joy. She lay in bed awake, with bright eyes full of speculation.  /newquote  If she could but get that conviction firmly fixed in her mind, what mattered about the rest? She felt she had been childish and unwise the night before in giving herself over to despondency. She recapitulated the motives which no doubt explained Robert's reserve. They were not insurmountable; they would not hold if he really loved her; they could not hold against her own passion, which he must come to realize in time. She pictured him going to his business that morning. She even saw how he was dressed; how he walked down one street, and turned the corner of another; saw him bending over his desk, talking to people who entered the office, going to his lunch, and perhaps watching for her on the street. He would come to her in the afternoon or evening, sit and roll his cigarette, talk a little, and go away as he had done the night before. But how delicious it would be to have him there with her! She would have no regrets, nor seek to penetrate his reserve if he still chose to wear it.","He loves you, poor fool.",Mademoiselle Reisz,Edna Pontellier,NO MONOLOGUE,0,0,Implicit,
993,993,993,994," she said, shoving the cat off the chair beside her. He was surprised, ill at ease, almost embarrassed at meeting her thus so unexpectedly.","I am destined to see you only by accident,",Edna Pontellier,[],NO MONOLOGUE,0,0,Anaphoric,she said
994,994,994,995, he asked.,Do you come here often?,,Edna Pontellier,NO MONOLOGUE,0,0,Anaphoric,he asked
995,995,995,996, she said.,"I almost live here,",Edna Pontellier,[],NO MONOLOGUE,0,0,Anaphoric,she said
996,996,996,997,NO APPEND,I used to drop in very often for a cup of Catiche's good coffee. This is the first time since I came back.,,Edna Pontellier,NO MONOLOGUE,0,0,Implicit,
997,997,997,998," Edna had intended to be indifferent and as reserved as he when she met him; she had reached the determination by a laborious train of reasoning, incident to one of her despondent moods. But her resolve melted when she saw him before designing Providence had led him into her path.","She'll bring you a plate, and you will share my dinner. There's always enough for two even three.",Edna Pontellier,[],NO MONOLOGUE,0,0,Implicit,
998,998,998,999," she asked, closing the book that lay open upon the table.","Why have you kept away from me, Robert?",,Edna Pontellier,NO MONOLOGUE,0,0,Anaphoric,she asked
999,999,999,1000, he exclaimed with sudden warmth. ,"Why are you so personal, Mrs. Pontellier? Why do you force me to idiotic subterfuges? /newquote I suppose there's no use telling you I've been very busy, or that I've been sick, or that I've been to see you and not found you at home. Please let me off with any one of these excuses.",Edna Pontellier,[],NO MONOLOGUE,0,0,Anaphoric,he exclaimed
1000,1000,1000,1001, she said. ,"You are the embodiment of selfishness, /newquote You save yourself something I don't know what but there is some selfish motive, and in sparing yourself you never consider for a moment what I think, or how I feel your neglect and indifference. I suppose this is what you would call unwomanly; but I have got into a habit of expressing myself. It doesn't matter to me, and you may think me unwomanly if you like.",,Edna Pontellier,NO MONOLOGUE,0,0,Anaphoric,she said
1001,1001,1001,1002,NO APPEND,"No; I only think you cruel, as I said the other day. Maybe not intentionally cruel; but you seem to be forcing me into disclosures which can result in nothing; as if you would have me bare a wound for the pleasure of looking at it, without the intention or power of healing it.",Edna Pontellier,[],NO MONOLOGUE,0,0,Implicit,
1002,1002,1002,1003,NO APPEND,"I'm spoiling your dinner, Robert; never mind what I say. You haven't eaten a morsel.",,Edna Pontellier,NO MONOLOGUE,0,0,Implicit,
1003,1003,1003,1004, His sensitive face was all disfigured with excitement.,I only came in for a cup of coffee.,Edna Pontellier,[],NO MONOLOGUE,0,0,Implicit,
1004,1004,1004,1005, she remarked. ,"Isn't this a delightful place? /newquote I am so glad it has never actually been discovered. It is so quiet, so sweet, here. Do you notice there is scarcely a sound to be heard? It's so out of the way; and a good walk from the car. However, I don't mind walking. I always feel so sorry for women who don't like to walk; they miss so much so many rare little glimpses of life; and we women learn so little of life on the whole.",,Edna Pontellier,NO MONOLOGUE,0,0,Anaphoric,she remarked
1005,1005,1005,1006,NO APPEND,"Catiche's coffee is always hot. I don't know how she manages it, here in the open air. Celestine's coffee gets cold bringing it from the kitchen to the dining-room. Three lumps! How can you drink it so sweet? Take some of the cress with your chop; it's so biting and crisp. Then there's the advantage of being able to smoke with your coffee out here. Now, in the city aren't you going to smoke?",Edna Pontellier,[],NO MONOLOGUE,0,0,Anaphoric,she remarked
1006,1006,1006,1007," he said, laying a cigar on the table.","After a while,",,Edna Pontellier,NO MONOLOGUE,0,0,Anaphoric,he said
1007,1007,1007,1008, she laughed.,Who gave it to you?,Edna Pontellier,[],NO MONOLOGUE,0,0,Anaphoric,she laughed
1008,1008,1008,1009, She was determined not to be personal again and make him uncomfortable.,I bought it. I suppose I'm getting reckless; I bought a whole box.,,Edna Pontellier,NO MONOLOGUE,0,0,Implicit,
1012,1012,1012,1013," she said, ","Robert, /newquote are you asleep?",Leonce Pontellier,Edna Pontellier,NO MONOLOGUE,0,0,Anaphoric,she said
1013,1013,1013,1014," he answered, looking up at her.","No,",Edna Pontellier,Leonce Pontellier,NO MONOLOGUE,0,0,Explicit,said Edna
1015,1015,1015,1016," he said, ","Now you know, /newquote now you know what I have been fighting against since last summer at Grand Isle; what drove me away and drove me back again.",Robert Lebrun,Edna Pontellier,NO MONOLOGUE,0,0,Anaphoric,he said
1016,1016,1016,1017, she asked. Her face glowed with soft lights.,Why have you been fighting against it?,Edna Pontellier,Robert Lebrun,NO MONOLOGUE,0,0,Anaphoric,she asked
1017,1017,1017,1018," She put her free hand up to his shoulder, and then against his cheek, rubbing it softly. He kissed her again. His face was warm and flushed.",Why? Because you were not free; you were L once Pontellier's wife. I couldn't help loving you if you were ten times his wife; but so long as I went away from you and kept away I could help telling you so.,Robert Lebrun,Edna Pontellier,NO MONOLOGUE,0,0,Implicit,
1018,1018,1018,1019,NO APPEND,"There in Mexico I was thinking of you all the time, and longing for you.",Edna Pontellier,Robert Lebrun,NO MONOLOGUE,0,0,Implicit,
1019,1019,1019,1020, she interrupted.,"But not writing to me,",Robert Lebrun,Edna Pontellier,NO MONOLOGUE,0,0,Anaphoric,she interrupted
